Set,Accuracy,Classification Report,Confusion Matrix
Test,88.81021459337177,"{'0.0': {'precision': 0.9349709114414997, 'recall': 0.4670627744768794, 'f1-score': 0.6229381110297602, 'support': 15484.0}, '1.0': {'precision': 0.8829603154341474, 'recall': 0.9919849578533072, 'f1-score': 0.9343028447506059, 'support': 62757.0}, 'accuracy': {'precision': 0.8881021459337176, 'recall': 0.8881021459337176, 'f1-score': 0.8881021459337176, 'support': 0.8881021459337176}, 'macro avg': {'precision': 0.9089656134378236, 'recall': 0.7295238661650933, 'f1-score': 0.7786204778901831, 'support': 78241.0}, 'weighted avg': {'precision': 0.8932532829138301, 'recall': 0.8881021459337176, 'f1-score': 0.872683341715962, 'support': 78241.0}}","[[7232, 8252], [503, 62254]]"
