Set,Accuracy,Classification Report,Confusion Matrix
Test,88.05357804731536,"{'0': {'precision': 0.8858292468250974, 'recall': 0.4549857917850685, 'f1-score': 0.601186158638051, 'support': 15484.0}, '1': {'precision': 0.8799368313225586, 'recall': 0.9855314944946381, 'f1-score': 0.9297455748055169, 'support': 62757.0}, 'accuracy': {'precision': 0.8805357804731535, 'recall': 0.8805357804731535, 'f1-score': 0.8805357804731535, 'support': 0.8805357804731535}, 'macro avg': {'precision': 0.882883039073828, 'recall': 0.7202586431398532, 'f1-score': 0.765465866721784, 'support': 78241.0}, 'weighted avg': {'precision': 0.8811029483410183, 'recall': 0.8805357804731535, 'f1-score': 0.8647232207975537, 'support': 78241.0}}","[[7045, 8439], [908, 61849]]"
