Set,Accuracy,Classification Report,Confusion Matrix
Test,88.86261678659525,"{'0': {'precision': 0.946805702217529, 'recall': 0.4632523895634203, 'f1-score': 0.6221162185602775, 'support': 15484.0}, '1': {'precision': 0.8823887355833864, 'recall': 0.9935784055961885, 'f1-score': 0.9346884321925919, 'support': 62757.0}, 'accuracy': {'precision': 0.8886261678659526, 'recall': 0.8886261678659526, 'f1-score': 0.8886261678659526, 'support': 0.8886261678659526}, 'macro avg': {'precision': 0.9145972189004576, 'recall': 0.7284153975798044, 'f1-score': 0.7784023253764347, 'support': 78241.0}, 'weighted avg': {'precision': 0.8951369406339746, 'recall': 0.8886261678659526, 'f1-score': 0.8728299672460453, 'support': 78241.0}}","[[7173, 8311], [403, 62354]]"
